attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason,analysis_weight,historical_binding_raw,weighted_historical_binding,target_binding_raw,target_control_type,negative_type,capture_id,search_id
BATCH_V_011,1958,1958-01-01,1946-1987_taiwan_side_formation,忠孝豆花 weak-source founding article,Kaohsiung,Taiwan,Taiwan-side,food_blog,Jeremy Foodie,https://jeremyfoodie.tw/chung-hsiao-tofu-pudding/,food_history_article,Jeremy Foodie records 忠孝豆花 weak-source founding article with 豆花;甜湯 in Kaohsiung food context.,low,Food blog source Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_011,candidate,Taiwan,Jeremy Foodie records 忠孝豆花 weak-source founding article with 豆花;甜湯 in Kaohsiung food context.,豆花;甜湯,高雄;臺灣,unknown,,https://jeremyfoodie.tw/chung-hsiao-tofu-pudding/,c6235031ba3472a6,BATCH_V_011,1,1.0000,0.0000,1,忠孝豆花 weak-source founding article,tertiary,0.4000,blog/review/social retrospective source,0.7600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_3f0f2da425a8,srch_34d611a36fac
SRC_KHHSHOP_1961_SANLUN,1961,,1946-1987_taiwan_side_formation,三輪的店,Kaohsiung,,Taiwan-side,official_tourism_profile,Kaohsiung Travel,https://khh.travel/zh-tw/shop/gourmet/1330/,shop_profile,1961 Kaohsiung Sanlun old street-food shop profile,medium,Official Kaohsiung shop profile; exact founding year and traditional street-food format.,SRC_KHHSHOP_1961_SANLUN,probable,Taiwan-side,三輪的店創立於1961年，創辦人最初以三輪車在街邊販售，至成為簡樸小店，一直是在地人的下午茶熱點。,炭烤手工香腸;糯米腸,高雄,,,https://khh.travel/zh-tw/shop/gourmet/1330/,,SRC_KHHSHOP_1961_SANLUN,1,,,,,,,,0.5600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_cfd6222a1ee3,srch_c705d2749cf6
BATCH_V_007,1965,1965-01-01,1946-1987_taiwan_side_formation,可利亞餐廳 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung Travel records 可利亞餐廳 Kaohsiung old-flavor page with 烤肉;火鍋 in Kaohsiung food context.,medium,Official page but decade date Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_007,candidate,Taiwan,Kaohsiung Travel records 可利亞餐廳 Kaohsiung old-flavor page with 烤肉;火鍋 in Kaohsiung food context.,烤肉;火鍋,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,d105f800815d5263,BATCH_V_007,1,1.0000,0.0000,1,可利亞餐廳 Kaohsiung old-flavor page,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_4b9c49473cb2,srch_d231b7f19696
BATCH_U_012,1970,1970-01-01,1946-1987_taiwan_side_formation,冬粉王 TVBS founding card,Kaohsiung,Taiwan,Taiwan-side,media_food_card,TVBS 食尚玩家,https://supertaste.tvbs.com.tw/infocard/7196,food_history_card,TVBS food card states Dongfenwang was founded in 1970 as a Kaohsiung old shop.,medium,Media food card with exact founding year. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_012,probable,Taiwan,TVBS food card states Dongfenwang was founded in 1970 as a Kaohsiung old shop.,冬粉湯;乾冬粉,高雄;臺灣,unknown,,https://supertaste.tvbs.com.tw/infocard/7196,67cc1f6678d7aed5,BATCH_U_012,1,1.0000,0.0000,1,冬粉王 TVBS founding card,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_2c86eec2a520,srch_a9543a322466
SRC_KHHSHOP_1977_JIBO,1977,,1946-1987_taiwan_side_formation,雞伯,Kaohsiung,,Taiwan-side,official_tourism_profile,Kaohsiung Travel,https://khh.travel/zh-tw/shop/gourmet/783/,shop_profile,1977 Kaohsiung Ji Bo traditional Taiwanese-style restaurant profile,medium,Official Kaohsiung shop profile; exact founding year and Taiwan-style restaurant marker.,SRC_KHHSHOP_1977_JIBO,probable,Taiwan-side,雞伯創立於民國66年（西元1977年），以土雞肉料理為主的傳統特色餐廳，現今已傳承至第三代，是代代相傳富有濃厚傳統色彩的台式餐廳。,台式餐廳,高雄,,,https://khh.travel/zh-tw/shop/gourmet/783/,,SRC_KHHSHOP_1977_JIBO,1,,,,,,,,0.5600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_20ffff468348,srch_1687c0b68fef
MERGED_064a4ee1658e3a,1980,1980-01-01,1946-1987_taiwan_side_formation,保安路米糕,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1499/,stall_relocation,1980 Tainan Baoan Road rice cake moved to current Baoan Road site after road widening demolition,medium,Official tourism page gives exact ROC year 69 relocation to the current site.,TW_BAOAN_1980_MOVE,probable,Taiwan-side,Official page says road widening in ROC year 69 forced Baoan Road rice cake to move to its current site and continue operating there.,米糕,台南道路拓寬小吃,,,https://www.twtainan.net/zh-tw/shop/consume/1499/,1b9ade76186fd2f1,TW_TN_1980_001,1,0.7885,0.2115,2,保安路米糕,secondary,0.7000,official/media curated narrative source,0.7619,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_556c9ee738c6,srch_2eb62485db01
MERGED_7c5050ae850456,1986,1986-01-01,1946-1987_taiwan_side_formation,翰林茶館珍珠奶茶,Tainan,Taiwan,Taiwan-side,official_brand_homepage,翰林茶館,https://www.hanlin-tea.com.tw/,bubble_tea_origin_claim,1986 Hanlin Tea House Tu Tsung-ho first pearl milk tea Tainan tea-drink origin claim,medium,Official homepage/search capture gives Hanlin's 1986 first-pearl-milk-tea claim; retain as probable origin-claim record rather than adjudicating invention priority.,TW_HANLIN_BMT_1986,probable,Taiwan-side,Hanlin Tea official search capture says founder Tu Tsung-ho developed the world's first pearl milk tea in 1986.,珍珠奶茶,台南茶飲;珍珠奶茶起源,Taiwan tea-house operator,Taiwan,https://www.hanlin-tea.com.tw/,f352228874aa72b3,TW_1986_003,1,1.0000,0.0000,1,翰林茶館珍珠奶茶,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_31ecb0145a2c,srch_ed3e2bc0a090
MERGED_672c2291c0d770,1972,1972-09-26,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore Oasis Theatre Restaurant Taiwanese porridge,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19720926,probable,Singapore,Advertisement for Taiwan Porridge Restaurant at Oasis Theatre Restaurant.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,23f4d3a4fba454ee,SG_1972_001,1,0.7266,0.2734,4,Taiwan Porridge Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,0.8686,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_ebebc3a06200,srch_0fb8f758b119
MERGED_42571e3b674c74,1975,1975-10-11,1946-1987_taiwan_side_formation,Toa Payoh Lucky Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,overseas_taiwan_porridge_ad,Taiwanese Porridge Toa Payoh Lucky Restaurant Singapore local dishes,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19751011,probable,Singapore,Advertisement offers Taiwanese porridge with local dishes.,,Taiwanese porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,643b2f318637fd5a,SG_1975_002,1,1.0000,0.0000,1,Toa Payoh Lucky Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_c62623775273,srch_734da357e0d7
MERGED_9bf7c9d08a1eab,1982,1982-09-23,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,overseas_taiwan_porridge_ad,Authentic Taiwan porridge Goodwood Park Hotel Singapore Chinese chef,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19820923,probable,Singapore,Goodwood Park Hotel advertisement for authentic Taiwan porridge.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,a7922ff8f51b61b3,SG_1982_002,1,0.7634,0.2366,9,Taiwan Porridge,primary,1.0000,dated archive/newspaper/registry-like source,0.8944,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_617b4575ad24,srch_0c9b808532fd
MERGED_87b3e5a8ac77d7,1987,1987-06-12,1946-1987_taiwan_side_formation,Taiwanese Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Business Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870612-1,overseas_taiwan_porridge_ad,Taiwanese Shaobing You Tiao Taiwanese porridge Singapore breakfast,,Comparative Singapore Taiwan-porridge ad.,NEWSG_BT_19870612,probable,Singapore,Advertisement includes Taiwanese shaobing youtiao breakfast and Taiwanese porridge.,,Taiwanese porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870612-1,75c2352e114ee910,SG_1987_001,1,0.9375,0.0625,2,Taiwanese Porridge,primary,1.0000,dated archive/newspaper/registry-like source,1.0162,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_78523225e06b,srch_385393795f97
MERGED_ed869cc90aad96,1952,1952-01-01,1946-1987_taiwan_side_formation,新珍味,Tokyo,Tokyo,Japan,food_media_retrospective,夢酔亭主人,https://ameblo.jp/musuiteisyujinn/entry-12849342808.html,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1952 新珍味 dated public source event anchors the food sign 台湾料理;ターローメン 池袋台湾料理 || 1952 新珍味 dish wording binds local food item to Taiwaneseness corpus 台湾料理;ターローメン 池袋台湾料理 || 1952 新珍味 store service format records circulation context 台湾料理;ターローメン 池袋台湾料理 || 1952 新珍味 urban memory and place geography support historical binding 台湾料理;ターローメン 池袋台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_020_A,probable,Japan,Shin Chinmi founded in Showa 27 by Su Beng and remembered as Taiwanese restaurant and activism space,台湾料理;ターローメン,池袋台湾料理,,,https://ameblo.jp/musuiteisyujinn/entry-12849342808.html,49e46b7dbf6c3584,BULK_O_020_A;BULK_O_020_B;BULK_O_020_C;BULK_O_020_D,4,1.0000,0.0000,1,新珍味,tertiary,0.4000,blog/review/social retrospective source,0.7600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_6e818b2722d9,srch_8292946cfdf3
MERGED_a70a2af0aa5dc1,1963,1963-01-01,1946-1987_taiwan_side_formation,珍味亭,Tokyo,Tokyo,Japan,food_media_retrospective,焼きそば名店探訪録,https://yakitan.info/archives/chinmitei,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1963 珍味亭 dated public source event anchors the food sign 台湾料理;滷菜 東京台湾料理 || 1963 珍味亭 dish wording binds local food item to Taiwaneseness corpus 台湾料理;滷菜 東京台湾料理 || 1963 珍味亭 store service format records circulation context 台湾料理;滷菜 東京台湾料理 || 1963 珍味亭 urban memory and place geography support historical binding 台湾料理;滷菜 東京台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_018_A,probable,Japan,Chinmitei founded in Showa 38 by a Taiwan migrant family and served Taiwanese lu-cai style dishes,台湾料理;滷菜,東京台湾料理,,,https://yakitan.info/archives/chinmitei,45336180e1a4aed8,BULK_O_018_A;BULK_O_018_B;BULK_O_018_C;BULK_O_018_D,4,1.0000,0.0000,1,珍味亭,tertiary,0.4000,blog/review/social retrospective source,0.7600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_609e9e4e29a8,srch_a21fe3a0cf41
MERGED_7db247cefdfa5a,1968,1968-01-01,1946-1987_taiwan_side_formation,青葉,Tokyo,Tokyo,Japan,food_history_feature,朝日新聞デジタル &and,https://www.asahi.com/and/m/article/15805738,old_taiwan_restaurant_origin,1968 Shinjuku Kabukicho Aoba Taiwan cuisine owner chef Taiwan small dishes ru rou fan era context,medium,Food-history feature gives exact founding year and connects the shop to long Japanese Taiwan-cuisine history.,JP_AOBA_SHINJUKU_1968,probable,Japan,Asahi &and says Shinjuku Kabukicho Taiwan restaurant Aoba has been run from its 1968 founding by owner-chef Li Keshun and his wife.,ビーフン;台湾小吃,台湾料理,,,https://www.asahi.com/and/m/article/15805738,0bdb941f8a245f1f,JP_1968_001,1,1.0000,0.0000,1,青葉,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_8d2ac276256b,srch_a6fbd3e3aff4
MERGED_9e8ab960ea8745,1981,1981-01-01,1946-1987_taiwan_side_formation,矢場味仙,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_branching,Yaba Misen 1981 opened popular spicy Taiwan ramen Taiwan cuisine,medium,Separate from Tokyo 1981 record; another Japan-side Taiwan-restaurant branch useful for Nagoya corridor.,JP_YABAMISEN_1981,probable,Japan,Brand history says the eldest daughter opened the Yaba Misen line in 1981.,台湾ラーメン,台湾料理,,,https://yabamisen.jp/history/,938a9134a6c45c3f,JP_1981_002,1,1.0000,0.0000,1,矢場味仙,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_1a891f50f931,srch_49d567c7a717
MERGED_6c01d7b1e8fdd3,1987,1987-01-01,1946-1987_taiwan_side_formation,味仙日進竹の山店,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_branching,Misen Nisshin Takenoyama 1987 salt Taiwan Taiwan ramen branch,medium,Border-year branch record; still belongs to pre/post opening threshold and should be flagged in temporal analysis.,JP_MISEN_NISSHIN_1987,probable,Japan,Brand history says the third son opened the Nisshin Takenoyama line in 1987.,台湾ラーメン,台湾料理,,,https://yabamisen.jp/history/,efa3ad54943645ee,JP_1987_001,1,1.0000,0.0000,1,味仙日進竹の山店,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_6356d3024f3f,srch_a4ad9b5d809a
MERGED_906683bfeb9197,1987,1987-10-20,1946-1987_taiwan_side_formation,Hong Kong CTS Taiwan compatriot transit service,Hong Kong / Mainland transit,,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/10/20/4/,taiwan_compatriot_hotel_room_booking_transit,1987 Hong Kong China Travel Service Taiwan compatriots transit documents airplane train ship tickets hotel room booking mainland travel,medium,Transit-gateway record; useful because Hong Kong mediated mainland hotel-room booking for Taiwan visitors before direct links.,CN_RMRB_19871020_HK_CTS_HOTEL_BOOKING,probable,Mainland China,People's Daily says Hong Kong CTS could help Taiwan compatriots with travel documents and book plane train ship tickets and hotel rooms for mainland trips.,,台胞;饭店房间;香港中旅,,,https://cn.govopendata.com/renminribao/1987/10/20/4/,e69dae9df3ddd8b0,CN_1987_014,1,1.0000,0.0000,1,Hong Kong CTS Taiwan compatriot transit service,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_3ba5c5bb4d9e,srch_cebdae3e2556
MERGED_9bae4b5c5ea3ad,1973,1973-01-01,1946-1987_taiwan_side_formation,Uncle Peng's Hunan Yuan,New York,New York,North America,obituary_food_history,Los Angeles Times,https://www.latimes.com/local/obituaries/la-me-peng-chang-kueigeneral-tso-chicken-obituary-20161202-story.html,chef_migration_restaurant,1973 Peng Chang-kuei Taiwan-based Hunan chef New York restaurant near United Nations General Tso chicken,medium,Not Taiwanese cuisine as menu label but direct Taiwan-to-New-York chef and restaurant migration evidence.,US_PENG_1973,probable,North America,Los Angeles Times obituary says Peng was in New York by the 1970s running a restaurant near the United Nations.,General Tso chicken,Taiwan-based chef,,,https://www.latimes.com/local/obituaries/la-me-peng-chang-kueigeneral-tso-chicken-obituary-20161202-story.html,11ecc508a2e70771,US_1973_001,1,1.0000,0.0000,1,Uncle Peng's Hunan Yuan,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_a64e055a87e5,srch_3cfd2ec3b4c5
MERGED_9f88ea884ca348,1977,1977-08-01,1946-1987_taiwan_side_formation,Peng Garden Restaurant,New York,New York,North America,book_secondary,From Canton Restaurant to Panda Express / web text,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html,taiwan_immigrant_operator_history,1977 Peng Garden Restaurant New York Taiwan president Ma Ying-jeou married there exchange students Hunan restaurant,medium,Uses book secondary text and anecdotal claim; should be checked against NYT or marriage records before strong inference.,US_PENG_GARDEN_1977,probable,North America,Book text notes Peng Garden Restaurant in New York and an alleged 1977 Taiwan-student social connection.,,Taiwan migrant social field,Taiwan-origin operator,Taiwan,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html,0f85883eee53aab6,US_1977_001,1,1.0000,0.0000,1,Peng Garden Restaurant,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_a8a85a04f13d,srch_ff0f30d8e371
MERGED_a71e60be485439,1987,1987-04-05,1946-1987_taiwan_side_formation,San Gabriel Valley Taiwanese cuisine plaza,San Gabriel,California,North America,newspaper_feature,Los Angeles Times,https://www.latimes.com/archives/la-xpm-1987-04-05-mn-351-story.html,suburban_asian_plaza_taiwanese_cuisine,1987 San Gabriel plaza Filipino grocery Vietnamese cafe Japanese bakery Indonesian deli restaurants offering Taiwanese Chinese Japanese cuisine,high,Contemporaneous source names Taiwanese cuisine as part of the San Gabriel Valley Asian commercial-food transformation.,US_SGV_TAIWANESE_CUISINE_PLAZA_19870405,probable,North America,Los Angeles Times says a San Gabriel plaza offered restaurants with Taiwanese Chinese and Japanese cuisine alongside other Asian food businesses.,Taiwanese cuisine,Taiwanese cuisine;Asian influx,Asian commercial corridor,,https://www.latimes.com/archives/la-xpm-1987-04-05-mn-351-story.html,f9480f386ff71a12,US_1987_003,1,1.0000,0.0000,1,San Gabriel Valley Taiwanese cuisine plaza,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_8edec374b743,srch_8b5fb227b2f1
SRC_NEWSG_MANUAL_19730425_OASIS,1973,1973-04-25,1946-1987_taiwan_side_formation,Oasis Theatre Taiwan Porridge Restaurant,Singapore,,Singapore,newspaper_archive,The Straits Times / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19730425-1,ad,1973 Singapore Oasis Taiwan porridge restaurant entertainment advertisement,high,New non-duplicate NewspaperSG ad; one ad kept as one attestation artifact.,SRC_NEWSG_MANUAL_19730425_OASIS,probable,Singapore,Oasis Theatre Restaurant and Golden Neptune Cabaret present acrobatic team from Taiwan; five separate havens of fine food and entertainments; Taiwan Porridge,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19730425-1,,SRC_NEWSG_MANUAL_19730425_OASIS,1,0.7714,0.2286,2,Oasis Theatre Taiwan Porridge Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,0.9000,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_aa66a090bcbf,srch_3180ad5c10f0
SRC_NEWSG_MANUAL_19750628_OASIS,1975,1975-06-28,1946-1987_taiwan_side_formation,Oasis Paradise Cove Taiwan Porridge Restaurant,Singapore,,Singapore,newspaper_archive,The Straits Times / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750628-1,ad,1975 Singapore Oasis Taiwan porridge restaurant advertisement,medium,New non-duplicate NewspaperSG ad; OCR noisy but identifies Oasis complex and Taiwan Porridge Rest.,SRC_NEWSG_MANUAL_19750628_OASIS,probable,Singapore,Floating Palace Cabaret Nite-Club; the Oasis Paradise Cove bar restaurant and nightclub; Taiwan Porridge Rest,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750628-1,,SRC_NEWSG_MANUAL_19750628_OASIS,1,0.4365,0.5635,3,Oasis Paradise Cove Taiwan Porridge Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,0.6655,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_e7c20818ad32,srch_a8c14746b0cf
SRC_NEWSG_MANUAL_19800802_TWSEAFOOD,1980,1980-08-02,1946-1987_taiwan_side_formation,Taiwan Seafood Restaurant,Singapore,,Singapore,newspaper_archive,New Nation / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19800802-1,ad,1980 Singapore first Taiwan seafood restaurant repeat advertisement,high,New non-duplicate NewspaperSG ad; repeated ad artifact retained separately for circulation evidence.,SRC_NEWSG_MANUAL_19800802_TWSEAFOOD,probable,Singapore,Singapore's first Taiwan sea food restaurant; come and have a taste of our Taiwan delicacy,sea food,Taiwan;Taiwan delicacy,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19800802-1,,SRC_NEWSG_MANUAL_19800802_TWSEAFOOD,1,0.5023,0.4977,9,Taiwan Seafood Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,0.7116,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_3d74d87f90c6,srch_11a4aab52ee2
MERGED_e89748e57b352c,1985,1985-04-15,1946-1987_taiwan_side_formation,Goodwood Park traditional Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG Singapore Monitor,https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1985 Goodwood Park traditional Taiwan Porridge dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1985 Goodwood Park traditional Taiwan Porridge dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1985 Goodwood Park traditional Taiwan Porridge store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1985 Goodwood Park traditional Taiwan Porridge urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_036_A,probable,Singapore,1985 Singapore Monitor advertisement promotes traditional Taiwan porridge at Goodwood Park Coffee Lounge,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2,bb0152ef6165ed26,BULK_O_036_A;BULK_O_036_B;BULK_O_036_C;BULK_O_036_D,4,1.0000,0.0000,1,Goodwood Park traditional Taiwan Porridge,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_2a4e2a60bc26,srch_2ab84bb363f7
SRC_KHHOLD_1946_XIANGMING_TEA,1946,,1946-1987_taiwan_side_formation,香茗茶行,Kaohsiung,,Taiwan-side,official_tourism_profile,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,directory_entry,1946 Kaohsiung Xiangming tea shop entry,medium,Official Kaohsiung old-flavor directory; one shop entry kept as one attestation artifact.,SRC_KHHOLD_1946_XIANGMING_TEA,probable,Taiwan-side,香茗茶行；香茗茶行於1946年開業，秉持誠信及專業的態度，為消費者提供安心的茶產業服務。,菊花茶,高雄,,,https://khh.travel/zh-tw/event/news/4784/,,SRC_KHHOLD_1946_XIANGMING_TEA,1,,,,,,,,0.5600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_0a425fd6cbb6,srch_7bd30f4f2d86
BATCH_R_030,1950,1950-01-01,1946-1987_taiwan_side_formation,六合夜市,Kaohsiung,Taiwan,Taiwan-side,municipal_profile,Kaohsiung Travel night-market guide,https://khh.travel/zh-tw/board-and-lodging/night-market,source_artifact_profile,六合夜市自1950年代開始，如今是高雄夜市代表，街道充斥海港味與傳統小吃。,medium,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_030,probable,Taiwan-side,六合夜市自1950年代開始，如今是高雄夜市代表，街道充斥海港味與傳統小吃。,夜市小吃,Taiwan,,,https://khh.travel/zh-tw/board-and-lodging/night-market,287a90a4f83a834e,BATCH_R_030,1,1.0000,0.0000,1,六合夜市,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_b6f406b94bbc,srch_4ad7b1637a9f
BATCH_V_013,1958,1958-01-01,1946-1987_taiwan_side_formation,黑乾溫州餛飩 official travel hit,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,Kaohsiung Go,https://khh.travel/go/,official_food_hit,Kaohsiung Go records 黑乾溫州餛飩 official travel hit with 餛飩;乾麵 in Kaohsiung food context.,medium,Official travel hit but source landing is broad Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_013,candidate,Taiwan,Kaohsiung Go records 黑乾溫州餛飩 official travel hit with 餛飩;乾麵 in Kaohsiung food context.,餛飩;乾麵,高雄;臺灣,unknown,,https://khh.travel/go/,cfbe54b75dd9d5f2,BATCH_V_013,1,1.0000,0.0000,1,黑乾溫州餛飩 official travel hit,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_787a8f93577e,srch_273b75c8fec7
