attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason,capture_id,search_id,analysis_weight,historical_binding_raw,weighted_historical_binding,target_binding_raw,target_control_type,negative_type
MERGED_bd328fdf3d5194,1970,1970-01-01,1946-1987_taiwan_side_formation,鴨肉珍,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,高雄旅遊網,https://khh.travel/zh-tw/shop/gourmet/796/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1970 鴨肉珍 dated public source event anchors the food sign 鴨肉飯;肉燥 高雄鹽埕 || 1970 鴨肉珍 dish wording binds local food item to Taiwaneseness corpus 鴨肉飯;肉燥 高雄鹽埕 || 1970 鴨肉珍 store service format records circulation context 鴨肉飯;肉燥 高雄鹽埕 || 1970 鴨肉珍 urban memory and place geography support historical binding 鴨肉飯;肉燥 高雄鹽埕,low,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_014_A,candidate,Taiwan-side,Yarouzhen Yancheng duck rice profile describes rice topped with smoked duck and special rouzao,鴨肉飯;肉燥,高雄鹽埕,,,https://khh.travel/zh-tw/shop/gourmet/796/,97601151cdb7b33e,BULK_O_014_A;BULK_O_014_B;BULK_O_014_C;BULK_O_014_D,4,1.0000,0.0000,1,鴨肉珍,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
MERGED_73f9302fadaa97,1970,1970-01-01,1946-1987_taiwan_side_formation,博義師燒肉飯,Kaohsiung,Taiwan,Taiwan-side,travel_feature,Smile Taiwan,https://smiletaiwan.cw.com.tw/article/5185,comparative_rice_market,1970 Kaohsiung grilled pork rice developed against common southern rouzao lu rou leg-pork rice,medium,Not rouzao-rice itself but a strong comparator for southern meat-over-rice market structure in 1970.,TW_BOYISHI_1970,probable,Taiwan-side,Smile Taiwan says the founder saw an opportunity against common southern rouzao lu rou and leg-pork rice formats and began grilled pork rice in 1970.,肉燥飯;滷肉飯,高雄肉飯市場,,,https://smiletaiwan.cw.com.tw/article/5185,12d335e024dd2f6a,TW_1970_003,1,1.0000,0.0000,1,博義師燒肉飯,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
BATCH_U_011,1970,1970-01-01,1946-1987_taiwan_side_formation,博義師燒肉飯 media founding article,Kaohsiung,Taiwan,Taiwan-side,media_food_feature,CommonWealth Smile Taiwan,https://smiletaiwan.cw.com.tw/article/5185,food_history_article,Smile Taiwan feature states Boyishi roast-pork rice was founded in 1970 and developed a localized grilled-rice format beside meat-sauce rice.,medium,Media feature with exact founding year. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_011,probable,Taiwan,Smile Taiwan feature states Boyishi roast-pork rice was founded in 1970 and developed a localized grilled-rice format beside meat-sauce rice.,燒肉飯;肉燥飯;滷肉飯,高雄;臺灣,unknown,,https://smiletaiwan.cw.com.tw/article/5185,46619ec84c00d9c2,BATCH_U_011,1,1.0000,0.0000,1,博義師燒肉飯 media founding article,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
MERGED_b3a6151e0e461c,1970,1970-01-01,1946-1987_taiwan_side_formation,冬粉王,Kaohsiung,Taiwan,Taiwan-side,food_tv_listing,TVBS Supertaste,https://supertaste.tvbs.com.tw/infocard/7196,old_shop_origin,1970 Kaohsiung Yancheng old shop dry vermicelli meat sauce adjacent rouzao rice food ecology,medium,Not a rice specialist; retained as local small-food ecology around rouzao seasoning.,TW_DONGFENWANG_1970,probable,Taiwan-side,TVBS listing says Dongfenwang was founded in 1970 and presents dry vermicelli with sauce in the same Kaohsiung old-shop ecology.,肉燥,高雄鹽埕小吃,,,https://supertaste.tvbs.com.tw/infocard/7196,b25029a8466fe725,TW_1970_004,1,1.0000,0.0000,1,冬粉王,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
MERGED_d74bd219500d5d,1970,1970-01-01,1946-1987_taiwan_side_formation,福榮小吃店,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1115/,generational_handover|fried_noodle_rouzao_service|dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1970 Tainan Furong snack shop third generation inherited noodle stall with meat sauce service continuity || 1970 Tainan Furong fried noodles softened and served with rouzao quick-service method || 1970 福榮小吃店 dated public source event anchors the food sign 意麵;肉燥 台南意麵 || 1970 福榮小吃店 dish wording binds local food item to Taiwaneseness corpus 意麵;肉燥 台南意麵 || 1970 福榮小吃店 store service format records circulation context 意麵;肉燥 台南意麵 || 1970 福榮小吃店 urban memory and place geography support historical binding 意麵;肉燥 台南意麵,medium,Official tourism page gives exact ROC year 59 third-generation takeover and links the shop to long-running rouzao noodle practice. || Same official page records the shop's distinctive noodle-plus-rouzao serving mode as part of its inherited practice. || Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,TW_FURONG_1970_HANDOVER,probable,Taiwan-side,Official page says third-generation operator Ye Rui-rong inherited the noodle stall in ROC year 59 after the family had long served fried noodles topped with rouzao. || Official page says Furong used pre-fried cooked noodles that were softened and served with rouzao while reducing cooking time and keeping a distinctive aroma. || Furong snack shop third generation inherited the noodle stall in ROC 59 and served fried noodles with rouzao,肉燥;意麵,台南意麵傳承;台南意麵肉燥;台南意麵,,,https://www.twtainan.net/zh-tw/shop/consume/1115/,8fb63245c70bf696,TW_TN_1970_001;TW_TN_1970_002;BULK_O_010_A;BULK_O_010_B;BULK_O_010_C;BULK_O_010_D,6,1.0000,0.0000,1,福榮小吃店,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
MERGED_0eaaaae1370547,1971,1971-11-19,1946-1987_taiwan_side_formation,Taiwanese food,Singapore,,,newspaper_archive,NewspaperSG / New Nation,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19711119-1,overseas_taiwan_food_review,Taiwanese food Singapore genuine Taiwan food Taiwanese cooks first restaurant serving genuine Taiwan food,,Comparative Singapore attestation; source lines from NewspaperSG search/open result.,NEWSG_NEWNATION_19711119,probable,Singapore,New Nation article describes genuine Taiwan food and Taiwanese cooks in Singapore.,,Taiwanese food,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19711119-1,72f24c44262908af,SG_1971_001,1,1.0000,0.0000,1,Taiwanese food,primary,1.2000,dated archive/newspaper/registry-like source,,,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
BATCH_S_016,1971,1971-11-19,1946-1987_taiwan_side_formation,First genuine Taiwan restaurant review,Singapore,,Singapore,newspaper_archive,NewspaperSG / NLB,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19711119-1,newspaper_ad_or_article,"New Nation eating-out review says the first restaurant serving genuine Taiwan food offered juicy pork, creamy porridge and oysters.",medium,Fifty-record top-up batch S; 200-row harvesting round checkpoint 1/4; source/date/brand key screened; not marker-split.,SRC_BATCH_S_016,probable,Singapore,"New Nation eating-out review says the first restaurant serving genuine Taiwan food offered juicy pork, creamy porridge and oysters.",Taiwanese food;porridge;oysters,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19711119-1,b029225b1f079aab,BATCH_S_016,1,1.0000,0.0000,1,First genuine Taiwan restaurant review,primary,1.2000,dated archive/newspaper/registry-like source,,,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_9e0e93caeebcb9,1971,1971-01-01,1946-1987_taiwan_side_formation,滿庭香魯肉飯,Taipei,Taiwan,Taiwan-side,oral_history_project,NCAFROC archive / postwar Shuanglian oral history,https://archive.ncafroc.org.tw/upload/result/21083-A1001/%E7%8E%8B%E5%BA%AD%E7%8F%8A%E3%80%8C%E5%86%8D%E7%8F%BE%E6%88%B0%E5%BE%8C%E9%9B%99%E9%80%A3%E5%9C%A8%E5%9C%B0%E8%A8%98%E6%86%B6%E5%8F%A3%E8%BF%B0%E6%AD%B7%E5%8F%B2%E8%AA%BF%E6%9F%A5%E8%A8%88%E7%95%AB%E3%80%8D%E8%87%AA%E9%81%B8%E9%83%A8%E5%88%86%E7%AB%A0%E7%AF%80_1655188846159.pdf,stall_relocation_oral_history,1971 Minsheng West Road Chongqing North Road widening open-air stalls concentrated railway restaurant Mantingxiang moved to Shuanglian Street,high,Spatial attestation for how road works reshaped the Taipei lu rou fan stall geography.,TW_MANTINGXIANG_1971,probable,Taiwan-side,Oral-history account says road widening in 1971 moved Minsheng open-air stall operators and Mantingxiang found a shop nearby.,滷肉飯,台北小吃,,,https://archive.ncafroc.org.tw/upload/result/21083-A1001/%E7%8E%8B%E5%BA%AD%E7%8F%8A%E3%80%8C%E5%86%8D%E7%8F%BE%E6%88%B0%E5%BE%8C%E9%9B%99%E9%80%A3%E5%9C%A8%E5%9C%B0%E8%A8%98%E6%86%B6%E5%8F%A3%E8%BF%B0%E6%AD%B7%E5%8F%B2%E8%AA%BF%E6%9F%A5%E8%A8%88%E7%95%AB%E3%80%8D%E8%87%AA%E9%81%B8%E9%83%A8%E5%88%86%E7%AB%A0%E7%AF%80_1655188846159.pdf,01d395e1741a1db5,TW_1971_001,1,0.8750,0.1250,2,滿庭香魯肉飯,primary,1.2000,dated archive/newspaper/registry-like source,,,0.9725,1.0000,0.9725,1.0000,target_positive,
MERGED_bd177c9dc22ebb,1971,1971-01-01,1946-1987_taiwan_side_formation,老店柏弘肉燥,Kaohsiung,Taiwan,Taiwan-side,news_report,NOWnews,https://www.nownews.com/amp/news/6762033,date_discrepancy_corroboration,ROC year 60 Kaohsiung Bohong rouzao third generation Michelin local rouzao rice champion,medium,Conflicts with another harvested source that gives 1969; retained as candidate until founding date is reconciled.,TW_BOHONG_1971_CONFLICT,candidate,Taiwan-side,NOWnews says Bohong rouzao was founded in ROC year 60 and became a third-generation Kaohsiung rouzao rice shop.,肉燥飯,高雄地方小吃,,,https://www.nownews.com/amp/news/6762033,1944213ae8fab409,TW_1971_002,1,0.8621,0.1379,2,老店柏弘肉燥,secondary,0.7000,default secondary classification,,,0.8135,1.0000,0.8135,1.0000,target_positive,
MERGED_72cf6377584e60,1971,1971-01-01,1946-1987_taiwan_side_formation,老店柏弘肉燥飯,Kaohsiung,Taiwan,Taiwan-side,platform_menu,Ubr Eats Taiwan,https://www.ubereats.com/tw/store/%E8%80%81%E5%BA%97%E6%9F%8F%E5%BC%98%E8%82%89%E7%87%A5%E9%A3%AF/_7JWzWKSUvmYv0n98TZjRQ,merchant_self_description,1971 Kaohsiung Bohong rouzao rice first generation founded early ROC 60s Taiwan hometown taste domestic pork,medium,Platform menu/self-description gives detailed merchant origin narrative; useful but platform-mediated so keep as probable with platform caveat.,TW_KHH_BOHONG_1971_UBER,probable,Taiwan-side,Uber Eats merchant description says first-generation Li Longhua founded the shop in the early ROC 60s and the third generation uses rouzao rice to transmit Taiwan hometown taste.,肉燥飯,台灣家鄉味,,,https://www.ubereats.com/tw/store/%E8%80%81%E5%BA%97%E6%9F%8F%E5%BC%98%E8%82%89%E7%87%A5%E9%A3%AF/_7JWzWKSUvmYv0n98TZjRQ,42de1bf394c8b8c9,TW_KHH_1971_003,1,1.0000,0.0000,1,老店柏弘肉燥飯,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
BATCH_Q_047,1971,1971-01-01,1946-1987_taiwan_side_formation,東一排骨,Taipei,Taiwan,Taiwan-side,reference_profile,Wikipedia 東一排骨,https://zh.wikipedia.org/wiki/%E6%9D%B1%E4%B8%80%E6%8E%92%E9%AA%A8,reference_brand_history,1971 東一排骨 page anchors Taiwanese bento and lu rou fan menu in Taipei popular food history,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_047,probable,Taiwan-side,Reference page says 東一排骨 was founded in 1971 and serves Taiwanese-style pork chop rice and half-cooked egg lu rou fan,排骨飯;滷肉飯,臺式料理;台北,,,https://zh.wikipedia.org/wiki/%E6%9D%B1%E4%B8%80%E6%8E%92%E9%AA%A8,6df71f3c3db40381,BATCH_Q_047,1,1.0000,0.0000,1,東一排骨,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
MERGED_672c2291c0d770,1972,1972-09-26,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore Oasis Theatre Restaurant Taiwanese porridge,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19720926,probable,Singapore,Advertisement for Taiwan Porridge Restaurant at Oasis Theatre Restaurant.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,23f4d3a4fba454ee,SG_1972_001,1,0.7266,0.2734,4,Taiwan Porridge Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,0.8686,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_f462e3b4619a77,1972,1972-10-24,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19721024-1,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore fine food Taiwan porridge,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19721024,probable,Singapore,Advertisement says come and taste fine food at Taiwan Porridge Restaurant.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19721024-1,d405cbbf59ca13a7,SG_1972_002,1,0.7495,0.2505,4,Taiwan Porridge Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,0.8847,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
BATCH_R_033,1972,1972-09-26,1946-1987_taiwan_side_formation,Oasis Theatre Taiwan Porridge Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / NLB,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,newspaper_ad_or_article,"Oasis Theatre Restaurant advertisement presents fine food at Taiwan Porridge Restaurant, business hours 11 am to 3 pm and 6 pm to 4 am daily.",medium,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_033,probable,Singapore,"Oasis Theatre Restaurant advertisement presents fine food at Taiwan Porridge Restaurant, business hours 11 am to 3 pm and 6 pm to 4 am daily.",Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,05cc4cf6e4019b08,BATCH_R_033,1,0.7714,0.2286,2,Oasis Theatre Taiwan Porridge Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,0.9000,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_0ff83978df7f11,1972,1972-01-01,1946-1987_taiwan_side_formation,鼎泰豐,Taipei,Taiwan,Taiwan-side,restaurant_history_secondary,Hobble Creek / Din Tai Fung sightings,https://hobblecreek.us/blog/entry/din-tai-fung-sightings,restaurant_conversion,Taipei Din Tai Fung stopped selling oil and became full restaurant in 1972,medium,Comparator for restaurantization and later transnational Taiwanese branding; not lu rou fan-specific.,TW_DTF_1972,probable,Taiwan-side,Secondary account says Din Tai Fung became a full restaurant in 1972 after xiaolongbao sales grew.,小籠包,台灣餐飲品牌,,,https://hobblecreek.us/blog/entry/din-tai-fung-sightings,876740ff1607970f,TW_1972_001,1,0.7308,0.2692,2,鼎泰豐,tertiary,0.2000,blog/review/social retrospective source,,,0.5716,1.0000,0.5716,1.0000,target_positive,
BATCH_R_006,1972,1972-01-01,1946-1987_taiwan_side_formation,江川肉燥飯 official tourism profile,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1484/,source_artifact_profile,江川肉燥飯已經開業超過半世紀，目前還是維持著傳統飯桌方式經營。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_006,candidate,Taiwan-side,江川肉燥飯已經開業超過半世紀，目前還是維持著傳統飯桌方式經營。,肉燥飯,Taiwan,,,https://www.twtainan.net/zh-tw/shop/consume/1484/,376a639520746860,BATCH_R_006,1,1.0000,0.0000,1,江川肉燥飯 official tourism profile,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
BATCH_R_005,1972,1972-01-01,1946-1987_taiwan_side_formation,泉成點心店,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/2059/,source_artifact_profile,50年老店，店裡包含麵食、肉燥飯、炸蝦卷、炸花枝、炸蝦丸、虱目魚丸、魚皮湯。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_005,candidate,Taiwan-side,50年老店，店裡包含麵食、肉燥飯、炸蝦卷、炸花枝、炸蝦丸、虱目魚丸、魚皮湯。,肉燥飯,Taiwan,,,https://www.twtainan.net/zh-tw/shop/consume/2059/,2275cd9b6dcb5fb9,BATCH_R_005,1,1.0000,0.0000,1,泉成點心店,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
MERGED_210f3e30579c1a,1973,1973-01-01,1946-1987_taiwan_side_formation,味仙八事店,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_branching,Misen Yagoto branch opened 1973 Taiwan cuisine group branching,medium,Branching record; helps track Japan-side diffusion of Taiwan-labeled restaurant family before 1987.,JP_MISEN_YAGOTO_1973,probable,Japan,Brand history says the second son opened the Yagoto Misen branch in 1973.,台湾料理,台湾料理,,,https://yabamisen.jp/history/,531cf8c74f9f6a8d,JP_1973_001,1,1.0000,0.0000,1,味仙八事店,secondary,0.7000,default secondary classification,,,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_814ffaa53c088d,1973,1973-01-01,1946-1987_taiwan_side_formation,General Tso chicken Taiwan-New York circuit,New York,New York,North America,food_history_magazine,TIME,https://time.com/4591567/general-tsos-chicken-creator-peng-chang-kuei-chuck/,dish_transfer,1973 Peng brought Taiwan-created General Tso chicken to New York restaurant Taiwanese diplomats hosted events,medium,Shows Taiwan-origin dish story and diplomatic restaurant clientele in New York.,US_GENERAL_TSO_1973,probable,North America,TIME says Peng moved to New York in 1973 and Taiwanese diplomats hosted events at his restaurant near the UN.,General Tso chicken,Taiwan diplomatic restaurant circuit,,,https://time.com/4591567/general-tsos-chicken-creator-peng-chang-kuei-chuck/,d05d497876bb9c49,US_1973_002,1,1.0000,0.0000,1,General Tso chicken Taiwan-New York circuit,secondary,0.7000,official/media curated narrative source,,,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_9bae4b5c5ea3ad,1973,1973-01-01,1946-1987_taiwan_side_formation,Uncle Peng's Hunan Yuan,New York,New York,North America,obituary_food_history,Los Angeles Times,https://www.latimes.com/local/obituaries/la-me-peng-chang-kueigeneral-tso-chicken-obituary-20161202-story.html,chef_migration_restaurant,1973 Peng Chang-kuei Taiwan-based Hunan chef New York restaurant near United Nations General Tso chicken,medium,Not Taiwanese cuisine as menu label but direct Taiwan-to-New-York chef and restaurant migration evidence.,US_PENG_1973,probable,North America,Los Angeles Times obituary says Peng was in New York by the 1970s running a restaurant near the United Nations.,General Tso chicken,Taiwan-based chef,,,https://www.latimes.com/local/obituaries/la-me-peng-chang-kueigeneral-tso-chicken-obituary-20161202-story.html,11ecc508a2e70771,US_1973_001,1,1.0000,0.0000,1,Uncle Peng's Hunan Yuan,secondary,0.7000,default secondary classification,,,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
SRC_NEWSG_MANUAL_19730425_OASIS,1973,1973-04-25,1946-1987_taiwan_side_formation,Oasis Theatre Taiwan Porridge Restaurant,Singapore,,Singapore,newspaper_archive,The Straits Times / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19730425-1,ad,1973 Singapore Oasis Taiwan porridge restaurant entertainment advertisement,high,New non-duplicate NewspaperSG ad; one ad kept as one attestation artifact.,SRC_NEWSG_MANUAL_19730425_OASIS,probable,Singapore,Oasis Theatre Restaurant and Golden Neptune Cabaret present acrobatic team from Taiwan; five separate havens of fine food and entertainments; Taiwan Porridge,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19730425-1,,SRC_NEWSG_MANUAL_19730425_OASIS,1,0.7714,0.2286,2,Oasis Theatre Taiwan Porridge Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,0.9000,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_8aa66c8607e7e8,1973,1973-01-01,1946-1987_taiwan_side_formation,施家麻油腰花,Taipei,Taiwan,Taiwan-side,food_blog_retrospective,阿球出任務,https://aball.tw/shi-sesame-chicken/,old_shop_origin_and_menu,1973 Taipei Shijia opened by Songshan temple lu rou fan menu long-strip braised pork,medium,Second source for same shop; retained because it supplies more detailed menu/texture description of lu rou fan.,TW_TPE_SHIJIA_1973_ABALL,probable,Taiwan-side,Source says Shijia opened in 1973 / ROC year 62 near Songshan Songde temple and lists lu rou fan as a key menu item.,魯肉飯,台北松山路小吃,,,https://aball.tw/shi-sesame-chicken/,97b9a7e320584c60,TW_TPE_1973_002,1,0.7297,0.2703,2,施家麻油腰花,tertiary,0.2000,blog/review/social retrospective source,,,0.5708,1.0000,0.5708,1.0000,target_positive,
MERGED_89286b8e794f32,1973,1973-01-01,1946-1987_taiwan_side_formation,施家麻油腰花,Taipei,Taiwan,Taiwan-side,food_media_listing,TVBS 食尚玩家,https://supertaste.tvbs.com.tw/review/352551,old_shop_menu_ecology,1973 Taipei Shijia sesame-oil kidney old shop started ROC year 62 lu rou fan common ordered item,medium,Not a lu rou fan specialist; retained as Taipei night-market/old-shop menu ecology because source states ROC year 62 operation and lu rou fan is a common item.,TW_TPE_SHIJIA_1973_TVBS,probable,Taiwan-side,TVBS says Shijia began operating in ROC year 62 and that lu rou fan is almost universally ordered with the sesame-oil kidney soup.,魯肉飯,台北松山路小吃,,,https://supertaste.tvbs.com.tw/review/352551,da4e1a610a5f5d97,TW_TPE_1973_001,1,0.7297,0.2703,2,施家麻油腰花,secondary,0.7000,official/media curated narrative source,,,0.7208,1.0000,0.7208,1.0000,target_positive,
BATCH_R_014,1973,1973-01-01,1946-1987_taiwan_side_formation,美月鴨肉飯,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism local-food route,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5560,source_artifact_profile,美月鴨肉飯以鴨肉飯、肉燥飯與鴨肉料理為主打，淋上獨家滷汁。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_014,candidate,Taiwan-side,美月鴨肉飯以鴨肉飯、肉燥飯與鴨肉料理為主打，淋上獨家滷汁。,鴨肉飯;肉燥飯,Taiwan,,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5560,e3d1fc84591cec75,BATCH_R_014,1,1.0000,0.0000,1,美月鴨肉飯,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
MERGED_9d734363991dfb,1974,1974-01-01,1946-1987_taiwan_side_formation,Peng Garden / Peng Yuan,New York,New York,North America,book_secondary,From Canton Restaurant to Panda Express / web text,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html,taiwan_immigrant_operator_history,1974 Chef Peng arrived New York Hunan restaurant Taiwan immigrant Chinese regional cuisine United States,medium,Secondary book text; not Taiwanese cuisine but Taiwan-migrant restaurant operator history for North America comparator.,US_PENG_1974,probable,North America,Book text says Chef Peng arrived in New York in 1974 and locates Taiwan-linked entrepreneurs in the 1970s Hunan restaurant boom.,,Taiwan immigrant restaurant operator,Taiwan-origin operator,Taiwan,https://dokumen.pub/from-canton-restaurant-to-panda-express-a-history-of-chinese-food-in-the-united-states-9780813574776.html,d5ee4b3bca81d1a2,US_1974_001,1,1.0000,0.0000,1,Peng Garden / Peng Yuan,secondary,0.7000,default secondary classification,,,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_6d6d4b3608caa3,1974,1974-05-05,1946-1987_taiwan_side_formation,Taiwan Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19740505-1,overseas_taiwan_restaurant_reference,Singapore Maxwell House Taiwan Restaurant lunch Taiwan restaurant visibility,medium,Restaurant-name attestation rather than dish-specific evidence; useful for Singapore Taiwan-food naming field.,NEWSG_ST_19740505,probable,Singapore,The Straits Times report places an event lunch at the Taiwan Restaurant in Maxwell House.,,Taiwan Restaurant,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19740505-1,c432da59da864c72,SG_1974_001,1,1.0000,0.0000,1,Taiwan Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_28267deb61c2cc,1975,1975-04-19,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750419-1,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore advertisement Taiwan porridge,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19750419,probable,Singapore,Advertisement references Taiwan Porridge Rest in entertainment/restaurant cluster.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750419-1,f8ad3c285b4a78e8,SG_1975_001,1,0.7179,0.2821,4,Taiwan Porridge Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,0.8625,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
