period,five_year_bin,corridor,semantic_family,taiwan_marker_frame,discourse_frame,row_count,weight_sum,binding_index,positive_rate_weighted,positive_rate_rows,primary_rows,secondary_rows,tertiary_rows,unique_sources,first_year,last_year
2015-2025_platformization,2020,Korea,taiwanese_cuisine_label,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2024,2024
2014-2020_pre_wanghong_platformization,2020,Taiwan-side,lurou_rouzao_core,formosa_legacy,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,2020,2020
2021-2025_internet_wanghong_capital,2020,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2023,2023
2021-2025_internet_wanghong_capital,2020,Taiwan-side,lurou_rouzao_core,formosa_legacy,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,2021,2021
2015-2025_platformization,2020,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_tourism_memory,3,2.2800000000000002,1.0,1.0,1.0,0,0,3,3,2022,2023
2014-2020_pre_wanghong_platformization,2020,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_tourism_memory,6,4.56,1.0,1.0,1.0,0,0,6,2,2020,2020
2015-2025_platformization,2020,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_event_or_open_data,13,9.879999999999999,1.0,1.0,1.0,0,0,13,13,2022,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_event_or_open_data,53,33.5133,1.0,1.0,1.0,0,0,53,7,2020,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_tourism_memory,54,39.72239999999998,1.0,1.0,1.0,0,0,54,11,2020,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,noodle_soup_general,explicit_taiwan,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,2020,2020
2015-2025_internet_wanghong_capital,2020,Taiwan-side,noodle_soup_general,explicit_taiwan,official_event_or_open_data,7,5.319999999999999,1.0,1.0,1.0,0,0,7,3,2020,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,noodle_soup_general,explicit_taiwan,official_tourism_memory,7,5.319999999999999,1.0,1.0,1.0,0,0,7,3,2020,2022
2015-2025_platformization,2020,Taiwan-side,other_food_or_memory,other_taiwan_marker,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2023,2023
2015-2025_platformization,2020,Taiwan-side,other_food_or_memory,explicit_taiwan,official_tourism_memory,2,1.2867,1.0,1.0,1.0,0,0,2,2,2024,2024
2015-2025_platformization,2020,Taiwan-side,other_food_or_memory,south_taiwan_place,official_tourism_memory,3,1.8134,1.0,1.0,1.0,0,0,3,3,2024,2024
2021-2025_internet_wanghong_capital,2020,Taiwan-side,other_food_or_memory,explicit_taiwan,official_tourism_memory,4,3.04,1.0,1.0,1.0,0,0,4,2,2023,2023
2015-2025_internet_wanghong_capital,2020,Taiwan-side,other_food_or_memory,explicit_taiwan,official_tourism_memory,26,19.760000000000005,1.0,1.0,1.0,0,0,26,7,2020,2022
2015-2025_internet_wanghong_capital,2020,Taiwan-side,other_food_or_memory,explicit_taiwan,other_discourse,26,19.760000000000005,1.0,1.0,1.0,0,0,26,2,2020,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,other_food_or_memory,explicit_taiwan,official_event_or_open_data,121,79.4809,1.0,1.0,1.0,0,0,121,14,2020,2024
2015-2025_platformization,2020,Taiwan-side,rice_meal_general,south_taiwan_place,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2024,2024
2021-2025_internet_wanghong_capital,2020,Taiwan-side,rice_meal_general,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2023,2023
2015-2025_platformization,2020,Taiwan-side,rice_meal_general,explicit_taiwan,official_tourism_memory,2,1.52,1.0,1.0,1.0,0,0,2,2,2022,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,rice_meal_general,explicit_taiwan,official_event_or_open_data,3,2.2800000000000002,1.0,1.0,1.0,0,0,3,2,2022,2023
2015-2025_internet_wanghong_capital,2020,Taiwan-side,rice_meal_general,explicit_taiwan,official_tourism_memory,4,3.04,1.0,1.0,1.0,0,0,4,4,2022,2022
2015-2025_internet_wanghong_capital,2020,Taiwan-side,rice_meal_general,explicit_taiwan,other_discourse,4,3.34,1.0,1.0,1.0,0,2,2,2,2020,2023
2015-2025_internet_wanghong_capital,2020,Taiwan-side,street_snack_xiaochi,explicit_taiwan,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,2020,2020
2015-2025_platformization,2020,Taiwan-side,street_snack_xiaochi,other_taiwan_marker,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2023,2023
2015-2025_platformization,2020,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_tourism_memory,2,1.52,1.0,1.0,1.0,0,0,2,2,2022,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_tourism_memory,22,16.72,1.0,1.0,1.0,0,0,22,8,2020,2022
2015-2025_platformization,2020,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_event_or_open_data,36,27.360000000000007,1.0,1.0,1.0,0,0,36,36,2022,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_event_or_open_data,43,32.155,1.0,1.0,1.0,0,0,43,10,2020,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2022,2022
2015-2025_platformization,2020,Taiwan-side,taiwanese_cuisine_label,south_taiwan_place,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2024,2024
2021-2025_internet_wanghong_capital,2020,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2023,2023
2015-2025_platformization,2020,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_tourism_memory,12,8.1868,1.0,1.0,1.0,0,0,12,12,2022,2024
2015-2025_internet_wanghong_capital,2020,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_event_or_open_data,16,12.16,1.0,1.0,1.0,0,0,16,4,2022,2024
2015-2025_platformization,2020,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_event_or_open_data,88,66.88,1.0,1.0,1.0,0,0,88,88,2021,2024
2015-2025_platformization,2020,Taiwan-side,tea_drink_breakfast,explicit_taiwan,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2023,2023
2015-2025_platformization,2020,Taiwan-side,tea_drink_breakfast,other_taiwan_marker,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2023,2023
2015-2025_internet_wanghong_capital,2020,Taiwan-side,tea_drink_breakfast,explicit_taiwan,official_event_or_open_data,11,8.36,1.0,1.0,1.0,0,0,11,5,2020,2024
2014-2020_pre_wanghong_platformization,2020,Yangtze River Delta,lurou_rouzao_core,no_explicit_taiwan_marker,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,2020,2020
2021-2025_internet_wanghong_capital,2020,Yangtze River Delta,lurou_rouzao_core,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2024,2024
2014-2020_pre_wanghong_platformization,2020,Yangtze River Delta,lurou_rouzao_core,explicit_taiwan,other_discourse,5,4.55,1.0,1.0,1.0,0,5,0,1,2020,2020
2014-2020_pre_wanghong_platformization,2020,national,lurou_rouzao_core,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2020,2020
2021-2025_internet_wanghong_capital,2020,national,lurou_rouzao_core,other_taiwan_marker,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2021,2021
2021-2025_internet_wanghong_capital,2025,Central China,lurou_rouzao_core,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2025,2025
2015-2025_platformization,2025,Korea,lurou_rouzao_core,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2026,2026
2015-2025_platformization,2025,Korea,noodle_soup_general,explicit_taiwan,other_discourse,2,1.9700000000000002,1.0,1.0,1.0,1,1,0,2,2026,2026
2015-2025_internet_wanghong_capital,2025,Taiwan-side,lurou_rouzao_core,explicit_taiwan,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,2025,2025
2015-2025_platformization,2025,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_event_or_open_data,2,1.52,1.0,1.0,1.0,0,0,2,2,2025,2026
2015-2025_internet_wanghong_capital,2025,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_event_or_open_data,14,9.415000000000001,1.0,1.0,1.0,0,0,14,3,2025,2025
2015-2025_internet_wanghong_capital,2025,Taiwan-side,other_food_or_memory,explicit_taiwan,official_tourism_memory,9,6.84,1.0,1.0,1.0,0,0,9,1,2025,2025
2015-2025_internet_wanghong_capital,2025,Taiwan-side,other_food_or_memory,explicit_taiwan,other_discourse,9,6.84,1.0,1.0,1.0,0,0,9,1,2025,2025
out_of_scope,2025,Taiwan-side,other_food_or_memory,explicit_taiwan,other_discourse,9,6.2712,1.0,1.0,1.0,0,0,9,1,2026,2026
2015-2025_internet_wanghong_capital,2025,Taiwan-side,other_food_or_memory,explicit_taiwan,official_event_or_open_data,32,18.195,1.0,1.0,1.0,0,0,32,4,2025,2025
2015-2025_internet_wanghong_capital,2025,Taiwan-side,rice_meal_general,explicit_taiwan,consumer_or_retrospective_web,1,0.76,1.0,1.0,1.0,0,0,1,1,2025,2025
2015-2025_internet_wanghong_capital,2025,Taiwan-side,rice_meal_general,explicit_taiwan,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2025,2025
2015-2025_platformization,2025,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2025,2025
out_of_scope,2025,Taiwan-side,street_snack_xiaochi,explicit_taiwan,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,2026,2026
2015-2025_internet_wanghong_capital,2025,Taiwan-side,street_snack_xiaochi,explicit_taiwan,other_discourse,2,1.52,1.0,1.0,1.0,0,0,2,1,2025,2025
2015-2025_internet_wanghong_capital,2025,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_event_or_open_data,9,6.84,1.0,1.0,1.0,0,0,9,3,2025,2025
2015-2025_platformization,2025,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2025,2025
2015-2025_internet_wanghong_capital,2025,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_event_or_open_data,5,3.8,1.0,1.0,1.0,0,0,5,1,2025,2025
2015-2025_platformization,2025,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_event_or_open_data,210,159.6,1.0,1.0,1.0,0,0,210,210,2025,2026
2015-2025_internet_wanghong_capital,2025,Taiwan-side,tea_drink_breakfast,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2025,2025
2015-2025_internet_wanghong_capital,2025,Taiwan-side,tea_drink_breakfast,explicit_taiwan,other_discourse,3,2.2800000000000002,1.0,1.0,1.0,0,0,3,1,2025,2025
2015-2025_internet_wanghong_capital,2025,Taiwan-side,tea_drink_breakfast,explicit_taiwan,official_event_or_open_data,4,3.04,1.0,1.0,1.0,0,0,4,2,2025,2025
2021-2025_internet_wanghong_capital,2025,Yangtze River Delta,lurou_rouzao_core,explicit_taiwan,consumer_or_retrospective_web,2,1.82,1.0,1.0,1.0,0,2,0,1,2025,2025
2021-2025_internet_wanghong_capital,2025,Yangtze River Delta,lurou_rouzao_core,other_taiwan_marker,other_discourse,2,1.82,1.0,1.0,1.0,0,2,0,1,2025,2025
2021-2025_internet_wanghong_capital,2025,Yangtze River Delta,lurou_rouzao_core,explicit_taiwan,other_discourse,8,7.28,1.0,1.0,1.0,0,8,0,4,2025,2025
