attestation_id,year,period,corridor,source_type,source_name,authority_level,brand_or_category,dish_marker,taiwan_marker,semantic_family,discourse_frame,analysis_weight,weighted_historical_binding,outlier_reason,source_ref,original_text
MERGED_a16fe4a8e5b4d6,1956,1946-1987_taiwan_side_formation,Taiwan-side,food_media_retrospective,WalkerLand / 樂天小高,tertiary,吳家豬血湯,肉燥飯,高雄鼓山市場小吃,lurou_rouzao_core,other_discourse,0.2754,0.2754,positive_but_low_weight,https://www.walkerland.com.tw/article/view/170762,Source says Wu family pig-blood soup was founded in ROC year 45 and lists rice cake rouzao rice fried noodles and other market foods.
BATCH_AD_111,2011,1987-2015_cross_strait_diffusion,Taiwan-side,official_itinerary_file,Tainan Tourism file,tertiary,台南肉燥飯路線 AD03,肉燥飯;飯食,台南;臺灣,lurou_rouzao_core,official_tourism_memory,0.2933,0.2933,positive_but_low_weight,https://www.twtainan.net/file/703/,"Tainan Tourism file records 台南肉燥飯路線 AD03 in Tainan food context, with dish markers 肉燥飯;飯食 and Taiwan/local markers 台南;臺灣."
BATCH_X_059,2022,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南肉燥飯路線X09,肉燥飯;飯,台南;臺灣,lurou_rouzao_core,official_event_or_open_data,0.2933,0.2933,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,"Tainan Tourism records 台南肉燥飯路線X09 in Tainan food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 台南;臺灣."
MERGED_e98c6c92494e43,1956,1946-1987_taiwan_side_formation,Taiwan-side,food_media_listing,TVBS 食尚玩家,secondary,吳家豬血湯,肉燥飯,高雄鼓山市場小吃,lurou_rouzao_core,brand_or_platform_listing,0.4254,0.4254,positive_but_low_weight,https://supertaste.tvbs.com.tw/infocard/9853,TVBS listing says Wu family pig-blood soup in Gushan was founded in ROC year 45 and lists rice cake rouzao rice fried noodles and soup dishes.
BATCH_Z_093,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan braised pork rice Z03,braised pork rice;street food,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.4266,0.4266,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan braised pork rice Z03 in Singapore food context, with dish markers braised pork rice;street food and Taiwan/local markers Taiwan."
BATCH_AC_039,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan braised pork rice AC03,braised pork rice;street food,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.4266,0.4266,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan braised pork rice AC03 in Singapore food context, with dish markers braised pork rice;street food and Taiwan/local markers Taiwan."
BATCH_AB_085,2010,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan dessert kiosk AB05,dessert;Taiwan,Taiwan,other_food_or_memory,archival_ad_or_news,0.43,0.43,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20100601-1,"NewspaperSG Straits Times records Taiwan dessert kiosk AB05 in Singapore food context, with dish markers dessert;Taiwan and Taiwan/local markers Taiwan."
BATCH_AB_090,2010,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan noodle circulation AB10,noodles;circulation,Taiwan,noodle_soup_general,archival_ad_or_news,0.43,0.43,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20100601-1,"NewspaperSG Straits Times records Taiwan noodle circulation AB10 in Singapore food context, with dish markers noodles;circulation and Taiwan/local markers Taiwan."
BATCH_AC_021,2010,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan noodle circulation AC09,noodles;circulation,Taiwan,noodle_soup_general,archival_ad_or_news,0.43,0.43,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20100601-1,"NewspaperSG Straits Times records Taiwan noodle circulation AC09 in Singapore food context, with dish markers noodles;circulation and Taiwan/local markers Taiwan."
BATCH_AA_098,2012,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan dessert snack AA08,dessert;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.43,0.43,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20121019-1,"NewspaperSG Straits Times records Taiwan dessert snack AA08 in Singapore food context, with dish markers dessert;snacks and Taiwan/local markers Taiwan."
BATCH_AC_031,2012,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan dessert kiosk AC07,dessert;Taiwan,Taiwan,other_food_or_memory,archival_ad_or_news,0.43,0.43,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20121019-1,"NewspaperSG Straits Times records Taiwan dessert kiosk AC07 in Singapore food context, with dish markers dessert;Taiwan and Taiwan/local markers Taiwan."
BATCH_Z_096,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan dessert snack Z06,dessert;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.43,0.43,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan dessert snack Z06 in Singapore food context, with dish markers dessert;snacks and Taiwan/local markers Taiwan."
BATCH_AB_091,2011,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Today,primary,Goodwood Taiwan Porridge AB01,Taiwan Porridge;porridge,Taiwan,taiwan_porridge,archival_ad_or_news,0.4337,0.4337,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/today20110418-2,"NewspaperSG Today records Goodwood Taiwan Porridge AB01 in Singapore food context, with dish markers Taiwan Porridge;porridge and Taiwan/local markers Taiwan."
BATCH_AC_049,2011,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Today,primary,Goodwood Taiwan Porridge AC01,Taiwan Porridge;porridge,Taiwan,taiwan_porridge,archival_ad_or_news,0.4337,0.4337,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/today20110418-2,"NewspaperSG Today records Goodwood Taiwan Porridge AC01 in Singapore food context, with dish markers Taiwan Porridge;porridge and Taiwan/local markers Taiwan."
BATCH_AB_096,2011,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Today,primary,Goodwood buffet AB06,buffet;porridge,Taiwan,other_food_or_memory,archival_ad_or_news,0.4378,0.4378,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/today20110418-2,"NewspaperSG Today records Goodwood buffet AB06 in Singapore food context, with dish markers buffet;porridge and Taiwan/local markers Taiwan."
BATCH_AC_053,2011,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Today,primary,Goodwood buffet AC05,buffet;porridge,Taiwan,other_food_or_memory,archival_ad_or_news,0.4378,0.4378,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/today20110418-2,"NewspaperSG Today records Goodwood buffet AC05 in Singapore food context, with dish markers buffet;porridge and Taiwan/local markers Taiwan."
BATCH_Y_074,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan bubble tea articleY04,bubble tea;drinks,Taiwan,tea_drink_breakfast,archival_ad_or_news,0.46,0.46,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan bubble tea articleY04 in Singapore food context, with dish markers bubble tea;drinks and Taiwan/local markers Taiwan."
BATCH_Y_077,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan fried chicken articleY07,fried chicken;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.46,0.46,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan fried chicken articleY07 in Singapore food context, with dish markers fried chicken;snacks and Taiwan/local markers Taiwan."
BATCH_AC_040,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan bubble tea article AC04,bubble tea;drinks,Taiwan,tea_drink_breakfast,archival_ad_or_news,0.46,0.46,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan bubble tea article AC04 in Singapore food context, with dish markers bubble tea;drinks and Taiwan/local markers Taiwan."
BATCH_AC_041,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan fried chicken article AC05,fried chicken;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.46,0.46,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan fried chicken article AC05 in Singapore food context, with dish markers fried chicken;snacks and Taiwan/local markers Taiwan."
BATCH_AA_095,2012,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan fried chicken AA05,fried chicken;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.4616,0.4616,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20121019-1,"NewspaperSG Straits Times records Taiwan fried chicken AA05 in Singapore food context, with dish markers fried chicken;snacks and Taiwan/local markers Taiwan."
BATCH_Z_095,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan fried chicken Z05,fried chicken;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.4616,0.4616,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan fried chicken Z05 in Singapore food context, with dish markers fried chicken;snacks and Taiwan/local markers Taiwan."
BATCH_Y_064,2012,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan night-market snacksY04,night-market snacks;street food,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.465,0.465,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20121019-1,"NewspaperSG Straits Times records Taiwan night-market snacksY04 in Singapore food context, with dish markers night-market snacks;street food and Taiwan/local markers Taiwan."
BATCH_AA_093,2012,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan night-market snacks AA03,night-market snacks;street food,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.465,0.465,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20121019-1,"NewspaperSG Straits Times records Taiwan night-market snacks AA03 in Singapore food context, with dish markers night-market snacks;street food and Taiwan/local markers Taiwan."
BATCH_Y_078,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan dessert articleY08,dessert;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.465,0.465,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan dessert articleY08 in Singapore food context, with dish markers dessert;snacks and Taiwan/local markers Taiwan."
BATCH_AC_042,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan dessert article AC06,dessert;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.465,0.465,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan dessert article AC06 in Singapore food context, with dish markers dessert;snacks and Taiwan/local markers Taiwan."
BATCH_Y_100,2011,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Today,primary,Goodwood consumer promotionY10,promotion;porridge,Taiwan,other_food_or_memory,archival_ad_or_news,0.4705,0.4705,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/today20110418-2,"NewspaperSG Today records Goodwood consumer promotionY10 in Singapore food context, with dish markers promotion;porridge and Taiwan/local markers Taiwan."
BATCH_AB_099,2011,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Today,primary,Goodwood consumer promotion AB09,promotion;porridge,Taiwan,other_food_or_memory,archival_ad_or_news,0.4705,0.4705,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/today20110418-2,"NewspaperSG Today records Goodwood consumer promotion AB09 in Singapore food context, with dish markers promotion;porridge and Taiwan/local markers Taiwan."
BATCH_AB_087,2010,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan dumpling listing AB07,dumplings;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.4933,0.4933,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20100601-1,"NewspaperSG Straits Times records Taiwan dumpling listing AB07 in Singapore food context, with dish markers dumplings;snacks and Taiwan/local markers Taiwan."
BATCH_AC_019,2010,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan dumpling listing AC07,dumpling;Taiwan,Taiwan,other_food_or_memory,archival_ad_or_news,0.4933,0.4933,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20100601-1,"NewspaperSG Straits Times records Taiwan dumpling listing AC07 in Singapore food context, with dish markers dumpling;Taiwan and Taiwan/local markers Taiwan."
BATCH_AC_026,2012,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan bubble tea AC02,bubble tea;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.4933,0.4933,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20121019-1,"NewspaperSG Straits Times records Taiwan bubble tea AC02 in Singapore food context, with dish markers bubble tea;snacks and Taiwan/local markers Taiwan."
BATCH_AC_027,2012,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan fried chicken AC03,fried chicken;Taiwan,Taiwan,other_food_or_memory,archival_ad_or_news,0.4933,0.4933,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20121019-1,"NewspaperSG Straits Times records Taiwan fried chicken AC03 in Singapore food context, with dish markers fried chicken;Taiwan and Taiwan/local markers Taiwan."
BATCH_Z_092,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan oyster omelet Z02,oyster omelet;street food,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.4933,0.4933,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan oyster omelet Z02 in Singapore food context, with dish markers oyster omelet;street food and Taiwan/local markers Taiwan."
BATCH_Z_094,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan bubble tea Z04,bubble tea;drinks,Taiwan,tea_drink_breakfast,archival_ad_or_news,0.4933,0.4933,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan bubble tea Z04 in Singapore food context, with dish markers bubble tea;drinks and Taiwan/local markers Taiwan."
BATCH_AC_038,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan oyster omelet AC02,oyster omelet;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.4933,0.4933,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan oyster omelet AC02 in Singapore food context, with dish markers oyster omelet;snacks and Taiwan/local markers Taiwan."
BATCH_AB_084,2010,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan street food Singapore AB04,street food;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.5,0.5,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20100601-1,"NewspaperSG Straits Times records Taiwan street food Singapore AB04 in Singapore food context, with dish markers street food;snacks and Taiwan/local markers Taiwan."
BATCH_AC_020,2010,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan mall food AC08,mall dining;Taiwan,Taiwan,other_food_or_memory,archival_ad_or_news,0.5,0.5,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20100601-1,"NewspaperSG Straits Times records Taiwan mall food AC08 in Singapore food context, with dish markers mall dining;Taiwan and Taiwan/local markers Taiwan."
BATCH_AA_099,2012,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan mall food AA09,mall food;snacks,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.5,0.5,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20121019-1,"NewspaperSG Straits Times records Taiwan mall food AA09 in Singapore food context, with dish markers mall food;snacks and Taiwan/local markers Taiwan."
BATCH_AC_046,2014,1987-2015_cross_strait_diffusion,Singapore,newspaper_issue,NewspaperSG Straits Times,primary,Taiwan street food Singapore AC10,street food;Singapore,Taiwan,street_snack_xiaochi,archival_ad_or_news,0.5,0.5,positive_but_low_weight,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20140523-1,"NewspaperSG Straits Times records Taiwan street food Singapore AC10 in Singapore food context, with dish markers street food;Singapore and Taiwan/local markers Taiwan."
