attestation_id,corridor,period,source_type,authority_level,authority_weight,novelty_score,analysis_weight,historical_binding_raw,weighted_historical_binding
BATCH_Z_084,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_Z_085,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_Z_086,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_Z_087,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_Z_088,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_Z_089,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_Z_090,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_Z_091,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_Z_092,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1905,0.4933,1.0,0.4933
BATCH_Z_093,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.0952,0.4266,1.0,0.4266
BATCH_Z_094,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1905,0.4933,1.0,0.4933
BATCH_Z_095,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1452,0.4616,1.0,0.4616
BATCH_Z_096,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1,0.43,1.0,0.43
BATCH_Z_097,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_Z_098,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_Z_099,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_Z_100,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AA_001,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_002,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_003,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_004,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_005,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_006,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_007,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_008,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_009,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_010,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_011,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_012,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_013,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_014,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_015,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_016,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_017,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_018,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_019,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_020,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_021,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_022,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_023,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_024,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_025,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_026,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_027,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_028,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_029,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_030,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_031,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_032,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_033,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_034,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_035,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_036,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_037,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_038,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_039,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_040,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_041,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_042,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_043,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_044,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_045,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_046,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_047,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_048,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_049,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_050,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_051,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_052,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_053,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_054,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_055,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_056,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_057,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_058,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_059,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_060,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_061,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_062,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_063,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_064,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_065,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_066,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_067,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_068,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_069,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_070,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_071,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_072,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_073,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_074,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_075,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_076,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_077,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_078,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_079,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_080,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_081,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_082,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_083,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_084,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_085,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_086,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_087,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_088,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_089,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_090,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AA_091,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AA_092,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AA_093,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.15,0.465,1.0,0.465
BATCH_AA_094,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AA_095,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1452,0.4616,1.0,0.4616
BATCH_AA_096,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AA_097,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AA_098,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1,0.43,1.0,0.43
BATCH_AA_099,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.2,0.5,1.0,0.5
BATCH_AA_100,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AB_001,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_002,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_003,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_004,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_005,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_006,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_007,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_008,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_009,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_010,Taiwan-side,2015-2025_internet_wanghong_capital,official_cuisine_index,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_011,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_012,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_013,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_014,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_015,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_016,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_017,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_018,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_019,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_020,Taiwan-side,2015-2025_internet_wanghong_capital,official_attraction_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_021,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_022,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_023,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_024,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_025,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,0.1875,0.1912,1.0,0.1912
BATCH_AB_026,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_027,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_028,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_029,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_030,Taiwan-side,out_of_scope,official_district_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_031,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_032,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_033,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_034,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_035,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_036,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_037,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_038,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_039,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_040,Taiwan-side,2015-2025_internet_wanghong_capital,official_promotion_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_041,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_042,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_043,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_044,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_045,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_046,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_047,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_048,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_049,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_050,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_051,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_052,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_053,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_054,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_055,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_056,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_057,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_058,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_059,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_060,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_061,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_062,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_063,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_064,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_065,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_066,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_067,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_068,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_069,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_070,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_071,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_072,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_073,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_074,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_075,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_076,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_077,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_078,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_079,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_080,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_AB_081,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AB_082,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AB_083,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.2727,0.5509,1.0,0.5509
BATCH_AB_084,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.2,0.5,1.0,0.5
BATCH_AB_085,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1,0.43,1.0,0.43
BATCH_AB_086,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AB_087,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1905,0.4933,1.0,0.4933
BATCH_AB_088,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AB_089,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_AB_090,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1,0.43,1.0,0.43
BATCH_AB_091,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.1053,0.4337,1.0,0.4337
BATCH_AB_092,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,0.2381,0.5267,1.0,0.5267
