attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason,template_component_brand,template_component_size,kept_attestation_id,drop_reason
BATCH_X_096,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X06,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X06 in Tainan food context, with dish markers 芋頭冰;甜品 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_096,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X06 in Tainan food context, with dish markers 芋頭冰;甜品 and Taiwan/local markers 台南;臺灣.",芋頭冰;甜品,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,5250486e562d46aa,BATCH_X_096,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
BATCH_X_095,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X05,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X05 in Tainan food context, with dish markers 魚湯;肉燥飯 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_095,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X05 in Tainan food context, with dish markers 魚湯;肉燥飯 and Taiwan/local markers 台南;臺灣.",魚湯;肉燥飯,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,871fdbf7ce36903b,BATCH_X_095,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
BATCH_X_094,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X04,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X04 in Tainan food context, with dish markers 粽子;米食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_094,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X04 in Tainan food context, with dish markers 粽子;米食 and Taiwan/local markers 台南;臺灣.",粽子;米食,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,fa77c718d6ab3dcf,BATCH_X_094,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
BATCH_X_093,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X03,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X03 in Tainan food context, with dish markers 泡芙;甜點 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_093,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X03 in Tainan food context, with dish markers 泡芙;甜點 and Taiwan/local markers 台南;臺灣.",泡芙;甜點,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,dc294c1c9739e414,BATCH_X_093,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
BATCH_X_092,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X02,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X02 in Tainan food context, with dish markers 燒肉飯;飯食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_092,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X02 in Tainan food context, with dish markers 燒肉飯;飯食 and Taiwan/local markers 台南;臺灣.",燒肉飯;飯食,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,d3be43c27051a019,BATCH_X_092,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
BATCH_X_059,2022,2022-01-01,2015-2025_internet_wanghong_capital,台南肉燥飯路線X09,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,official_food_route,"Tainan Tourism records 台南肉燥飯路線X09 in Tainan food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_059,probable,Taiwan,"Tainan Tourism records 台南肉燥飯路線X09 in Tainan food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 台南;臺灣.",肉燥飯;飯,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,41c168a716fcbfe4,BATCH_X_059,1,0.3333,0.6667,2,台南肉燥飯路線,secondary,0.7000,official/media curated narrative source,台南肉燥飯路線,2,BATCH_AD_111,same_brand_high_text_similarity
BATCH_Z_066,2024,2024-08-02,2015-2025_internet_wanghong_capital,台南虱目魚好物 Z06,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6619/,official_food_news,"Tainan Tourism records 台南虱目魚好物 Z06 in Tainan food context, with dish markers 虱目魚;美食 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_066,probable,Taiwan,"Tainan Tourism records 台南虱目魚好物 Z06 in Tainan food context, with dish markers 虱目魚;美食 and Taiwan/local markers 台南;臺灣.",虱目魚;美食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6619/,56d9e084ccdca7c8,BATCH_Z_066,1,0.1250,0.8750,2,台南虱目魚好物,secondary,0.7000,official/media curated narrative source,台南虱目魚好物,2,BATCH_AC_114,same_brand_high_text_similarity
BATCH_Y_036,2013,2013-12-31,1987-2015_cross_strait_diffusion,台南虱目魚肚湯Y06,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,official_food_competition,"Tainan Tourism records 台南虱目魚肚湯Y06 in Tainan food context, with dish markers 虱目魚肚湯;早餐 and Taiwan/local markers 台南;臺灣.",medium,Official source-artifact page Hundred-record top-up batch Y; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Y_036,probable,Taiwan,"Tainan Tourism records 台南虱目魚肚湯Y06 in Tainan food context, with dish markers 虱目魚肚湯;早餐 and Taiwan/local markers 台南;臺灣.",虱目魚肚湯;早餐,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,adcf2e6ce48a2846,BATCH_Y_036,1,0.2353,0.7647,2,台南虱目魚肚湯,secondary,0.7000,official/media curated narrative source,台南虱目魚肚湯,2,BATCH_AC_063,same_brand_high_text_similarity
BATCH_Z_067,2024,2024-08-02,2015-2025_internet_wanghong_capital,台南青農產品 Z07,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/6619/,official_food_news,"Tainan Tourism records 台南青農產品 Z07 in Tainan food context, with dish markers 青農;農特產 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_067,probable,Taiwan,"Tainan Tourism records 台南青農產品 Z07 in Tainan food context, with dish markers 青農;農特產 and Taiwan/local markers 台南;臺灣.",青農;農特產,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/6619/,7c800161c497f4bc,BATCH_Z_067,1,0.1250,0.8750,2,台南青農產品,secondary,0.7000,official/media curated narrative source,台南青農產品,2,BATCH_AC_115,same_brand_high_text_similarity
BATCH_AD_100,2013,2013-12-31,1987-2015_cross_strait_diffusion,台南魚皮湯 AD04,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,official_food_competition,"Tainan Tourism records 台南魚皮湯 AD04 in Tainan food context, with dish markers 魚皮湯;小吃 and Taiwan/local markers 台南;臺灣.",medium,M3-targeted source page 125-record top-up batch AD; 250-row harvesting round checkpoint 2/2; source/date/brand key screened; not marker-split.,SRC_BATCH_AD_100,probable,Taiwan,"Tainan Tourism records 台南魚皮湯 AD04 in Tainan food context, with dish markers 魚皮湯;小吃 and Taiwan/local markers 台南;臺灣.",魚皮湯;小吃,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,6651483b051979e7,BATCH_AD_100,1,0.1765,0.8235,2,台南魚皮湯,secondary,0.7000,official/media curated narrative source,台南魚皮湯,2,BATCH_AC_065,same_brand_high_text_similarity
BATCH_Z_048,2025,2025-02-13,2015-2025_internet_wanghong_capital,台南魚貨鹹粥 Z08,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,official_food_news,"Tainan Tourism records 台南魚貨鹹粥 Z08 in Tainan food context, with dish markers 魚貨;鹹粥 and Taiwan/local markers 台南;臺灣.",medium,Official page identified by web search and source text Hundred-record top-up batch Z; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_Z_048,probable,Taiwan,"Tainan Tourism records 台南魚貨鹹粥 Z08 in Tainan food context, with dish markers 魚貨;鹹粥 and Taiwan/local markers 台南;臺灣.",魚貨;鹹粥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,248d034eb5c355dd,BATCH_Z_048,1,0.1250,0.8750,2,台南魚貨鹹粥,secondary,0.7000,official/media curated narrative source,台南魚貨鹹粥,2,BATCH_AC_104,same_brand_high_text_similarity
BATCH_AD_122,2025,2025-02-13,2015-2025_internet_wanghong_capital,啢啢餐桌 AD02,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,official_food_news,"Tainan Tourism records 啢啢餐桌 AD02 in Tainan food context, with dish markers 創意料理;台灣飲食文化 and Taiwan/local markers 台南;臺灣.",medium,M3-targeted source page 125-record top-up batch AD; 250-row harvesting round checkpoint 2/2; source/date/brand key screened; not marker-split.,SRC_BATCH_AD_122,probable,Taiwan,"Tainan Tourism records 啢啢餐桌 AD02 in Tainan food context, with dish markers 創意料理;台灣飲食文化 and Taiwan/local markers 台南;臺灣.",創意料理;台灣飲食文化,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,ef7a3ece1d6531ec,BATCH_AD_122,1,0.1250,0.8750,2,啢啢餐桌,secondary,0.7000,official/media curated narrative source,啢啢餐桌,2,BATCH_AC_098,same_brand_high_text_similarity
BATCH_AB_025,2026,2026-03-30,out_of_scope,學甲虱目魚產業AB05,Tainan,Taiwan,Taiwan-side,official_district_page,Tainan Tourism,https://www.twtainan.net/zh-tw/district/1/,official_district_food_context,"Tainan Tourism records 學甲虱目魚產業AB05 in Tainan food context, with dish markers 虱目魚;養殖 and Taiwan/local markers 台南;臺灣.",medium,Official or NewspaperSG source page Hundred-record top-up batch AB; 300-row harvesting round checkpoint 3/3; source/date/brand key screened; not marker-split.,SRC_BATCH_AB_025,probable,Taiwan,"Tainan Tourism records 學甲虱目魚產業AB05 in Tainan food context, with dish markers 虱目魚;養殖 and Taiwan/local markers 台南;臺灣.",虱目魚;養殖,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/district/1/,aaca0e537f281053,BATCH_AB_025,1,0.1875,0.8125,2,學甲虱目魚產業,secondary,0.7000,official/media curated narrative source,學甲虱目魚產業,2,BATCH_Z_083,same_brand_high_text_similarity
BATCH_W_046,2022,2022-12-05,2015-2025_internet_wanghong_capital,小南米糕 official page,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1161/,official_shop_profile,"Tainan Tourism records 小南米糕 official page in Tainan food context, with dish markers 米糕;肉燥 and Taiwan/local markers 台南;臺灣.",medium,Official shop profile Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_046,probable,Taiwan,"Tainan Tourism records 小南米糕 official page in Tainan food context, with dish markers 米糕;肉燥 and Taiwan/local markers 台南;臺灣.",米糕;肉燥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/1161/,c0b320bf59b06424,BATCH_W_046,1,0.0588,0.9412,2,小南米糕 official page,secondary,0.7000,official/media curated narrative source,小南米糕 official page,2,BATCH_Z_001,same_brand_high_text_similarity
BATCH_AD_123,2025,2025-02-13,2015-2025_internet_wanghong_capital,繭小料理 AD03,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,official_food_news,"Tainan Tourism records 繭小料理 AD03 in Tainan food context, with dish markers 日式酒食;台南美食 and Taiwan/local markers 台南;臺灣.",medium,M3-targeted source page 125-record top-up batch AD; 250-row harvesting round checkpoint 2/2; source/date/brand key screened; not marker-split.,SRC_BATCH_AD_123,probable,Taiwan,"Tainan Tourism records 繭小料理 AD03 in Tainan food context, with dish markers 日式酒食;台南美食 and Taiwan/local markers 台南;臺灣.",日式酒食;台南美食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,0e978b29d1c9cf9e,BATCH_AD_123,1,0.1250,0.8750,2,繭小料理,secondary,0.7000,official/media curated narrative source,繭小料理,2,BATCH_AC_099,same_brand_high_text_similarity
BATCH_W_061,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W01,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W01 in Kaohsiung food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_061,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W01 in Kaohsiung food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 高雄;臺灣.",肉燥飯;飯,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,7524e9f434f97332,BATCH_W_061,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
BATCH_W_069,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W09,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W09 in Kaohsiung food context, with dish markers 肉燥飯;城市品牌 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_069,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W09 in Kaohsiung food context, with dish markers 肉燥飯;城市品牌 and Taiwan/local markers 高雄;臺灣.",肉燥飯;城市品牌,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,5f82088154819765,BATCH_W_069,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
BATCH_W_068,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W08,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W08 in Kaohsiung food context, with dish markers 肉燥飯;餐飲 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_068,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W08 in Kaohsiung food context, with dish markers 肉燥飯;餐飲 and Taiwan/local markers 高雄;臺灣.",肉燥飯;餐飲,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,d58e5fef55948371,BATCH_W_068,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
BATCH_W_067,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W07,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W07 in Kaohsiung food context, with dish markers 肉燥飯;小吃 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_067,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W07 in Kaohsiung food context, with dish markers 肉燥飯;小吃 and Taiwan/local markers 高雄;臺灣.",肉燥飯;小吃,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,8e7afd33fc5d3f05,BATCH_W_067,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
BATCH_W_066,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W06,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W06 in Kaohsiung food context, with dish markers 肉燥飯;米飯 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_066,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W06 in Kaohsiung food context, with dish markers 肉燥飯;米飯 and Taiwan/local markers 高雄;臺灣.",肉燥飯;米飯,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,dd231e35484fc09c,BATCH_W_066,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
BATCH_W_065,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W05,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W05 in Kaohsiung food context, with dish markers 肉燥飯;滷豆腐 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_065,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W05 in Kaohsiung food context, with dish markers 肉燥飯;滷豆腐 and Taiwan/local markers 高雄;臺灣.",肉燥飯;滷豆腐,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,c51262c96a3f0357,BATCH_W_065,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
BATCH_W_064,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W04,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W04 in Kaohsiung food context, with dish markers 肉燥飯;滷蛋 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_064,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W04 in Kaohsiung food context, with dish markers 肉燥飯;滷蛋 and Taiwan/local markers 高雄;臺灣.",肉燥飯;滷蛋,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,b177ed1db29b2d5a,BATCH_W_064,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
BATCH_W_063,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W03,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W03 in Kaohsiung food context, with dish markers 肉燥飯;魚鬆 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_063,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W03 in Kaohsiung food context, with dish markers 肉燥飯;魚鬆 and Taiwan/local markers 高雄;臺灣.",肉燥飯;魚鬆,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,e808c71a17073fd1,BATCH_W_063,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
BATCH_W_062,2020,2020-01-01,2015-2025_internet_wanghong_capital,高雄十大肉燥飯活動W02,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/3465/,official_food_route,"Kaohsiung Travel records 高雄十大肉燥飯活動W02 in Kaohsiung food context, with dish markers 肉燥飯;腿庫飯 and Taiwan/local markers 高雄;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_062,probable,Taiwan,"Kaohsiung Travel records 高雄十大肉燥飯活動W02 in Kaohsiung food context, with dish markers 肉燥飯;腿庫飯 and Taiwan/local markers 高雄;臺灣.",肉燥飯;腿庫飯,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/3465/,87744b879d05db2c,BATCH_W_062,1,0.2500,0.7500,10,高雄十大肉燥飯活動,secondary,0.7000,official/media curated narrative source,高雄十大肉燥飯活動,10,BATCH_W_070,same_brand_high_text_similarity
